!  Einasto_rs0.07_rhos24.913_alpha0.16_rtrunc1000.txt
! R    D    M    P
2000
2.4682900816966128e-05 179342.29955625648 1.2283511234099504e-08 -6.007549124623783
2.4834048432250597e-05 178729.34525099216 1.2491959542641277e-08 -6.007546070161462
2.49861216114214e-05 178117.8899476569 1.2703534739187147e-08 -6.007542982821651
2.5139126022239252e-05 177507.93202218166 1.2918283010650883e-08 -6.007539862350427
2.529306736717167e-05 176899.46984645326 1.3136251214513383e-08 -6.007536708491585
2.5447951383605816e-05 176292.5017883255 1.3357486888371867e-08 -6.007533520986621
2.5603783844062186e-05 175687.0262116358 1.3582038259621428e-08 -6.007530299574706
2.5760570556409583e-05 175083.04147621652 1.380995425527139e-08 -6.0075270439926856
2.591831736408189e-05 174480.5459379099 1.4041284511898981e-08 -6.007523753975048
2.6077030146295705e-05 173879.537948582 1.4276079385740836e-08 -6.007520429253913
2.623671481826929e-05 173280.01585613514 1.4514389962924869e-08 -6.007517069559017
2.639737733144336e-05 172681.9780045225 1.475626806984513e-08 -6.007513674617694
2.655902367370273e-05 172085.42273376073 1.5001766283680167e-08 -6.007510244154852
2.6721659869599307e-05 171490.3483799458 1.525093794305755e-08 -6.0075067778929645
2.6885291980577033e-05 170896.7532752651 1.5503837158867338e-08 -6.00750327555205
2.704992610519733e-05 170304.63574801275 1.5760518825224482e-08 -6.007499736849652
2.72155683793668e-05 169713.99412260202 1.6021038630584656e-08 -6.007496161500818
2.738222497656572e-05 169124.82671957932 1.628545306901345e-08 -6.007492549218091
2.754990210807799e-05 168537.1318556411 1.6553819451611957e-08 -6.007488899711482
2.7718606023222935e-05 167950.90784364258 1.68261959181015e-08 -6.007485212688455
2.7888343009588064e-05 167366.15299261687 1.7102641448568217e-08 -6.007481487853913
2.805911939326324e-05 166782.86560778655 1.738321587537034e-08 -6.007477724910169
2.8230941539076782e-05 166201.04399057827 1.7667979895211248e-08 -6.007473923556937
2.840381585083252e-05 165620.68643863586 1.7956995081378907e-08 -6.007470083491307
2.8577748771548285e-05 165041.7912458372 1.8250323896154663e-08 -6.007466204407728
2.8752746783696403e-05 164464.35670230532 1.8548029703394653e-08 -6.007462285997989
2.8928816409445095e-05 163888.3810944246 1.8850176781284337e-08 -6.007458327951201
2.9105964210901413e-05 163313.86270485478 1.915683033526946e-08 -6.007454329953773
2.928419679035613e-05 162740.79981254425 1.9468056511166544e-08 -6.0074502916893975
2.946352079052966e-05 162169.19069274544 1.978392240845377e-08 -6.007446212839026
2.964394289481944e-05 161599.03361702917 2.0104496093745294e-08 -6.007442093080854
2.982546982754943e-05 161030.3268532984 2.042984661445278e-08 -6.007437932090297
3.000810835422026e-05 160463.06866580335 2.0760044012633833e-08 -6.007433729539971
3.0191865281761806e-05 159897.25731515503 2.1095159339033198e-08 -6.0074294850996734
3.037674745878668e-05 159332.89105834148 2.1435264667316463e-08 -6.007425198436359
3.056276177584532e-05 158769.96814873963 2.178043310850008e-08 -6.007420869214129
3.074991516568316e-05 158208.4868361324 2.213073882558124e-08 -6.007416497094195
3.093821460349881e-05 157648.44536672218 2.248625704836836e-08 -6.007412081734873
3.112766710720388e-05 157089.84198314563 2.284706408851578e-08 -6.007407622791549
3.131827973768484e-05 156532.67492448777 2.3213237354766486e-08 -6.00740311991667
3.1510059599066074e-05 155976.94242629746 2.3584855368403682e-08 -6.0073985727597154
3.1703013838974405e-05 155422.642720602 2.396199777891481e-08 -6.007393980967175
3.189714964880587e-05 154869.77403592097 2.434474537987216e-08 -6.00738934418253
3.209247426399359e-05 154318.33459728202 2.4733180125030734e-08 -6.00738466204623
3.228899496427719e-05 153768.32262623622 2.5127385144647258e-08 -6.007379934195674
3.248671907397454e-05 153219.7363408707 2.552744476202462e-08 -6.007375160265181
3.268565396225453e-05 152672.5739558252 2.593344451028233e-08 -6.007370339885976
3.2885807043411525e-05 152126.833682307 2.6345471149357184e-08 -6.007365472686159
3.3087185777142046e-05 151582.51372810468 2.676361268323838e-08 -6.007360558290691
3.3289797668822676e-05 151039.6122976047 2.7187958377438085e-08 -6.007355596321366
3.349365026978952e-05 150498.1275918047 2.7618598776701242e-08 -6.007350586396789
3.369875117762005e-05 149958.0578083295 2.805562572295962e-08 -6.007345528132351
3.39051080364161e-05 149419.40114144573 2.8499132373530623e-08 -6.007340421140213
3.4112728537088534e-05 148882.1557820773 2.8949213219565252e-08 -6.007335265029269
3.4321620417644294e-05 148346.31991782013 2.9405964104750077e-08 -6.007330059405138
3.45317914634746e-05 147811.8917329572 2.9869482244263876e-08 -6.007324803870129
3.474324950764488e-05 147278.86940847398 3.033986624399359e-08 -6.007319498023222
3.495600243118724e-05 146747.25112207318 3.0817216120014676e-08 -6.00731414146004
3.517005816339357e-05 146217.03504819065 3.130163331833548e-08 -6.007308733772832
3.538542468211163e-05 145688.21935800978 3.1793220734913826e-08 -6.0073032745504396
3.56021100140421e-05 145160.8022194769 3.229208273594545e-08 -6.007297763378279
3.5820122235037575e-05 144634.78179731732 3.279832517842957e-08 -6.007292199838315
3.603946947040395e-05 144110.15625305014 3.331205543101663e-08 -6.00728658350903
3.626015989520307e-05 143586.92374500286 3.3833382395139214e-08 -6.007280913965409
3.6482201734557154e-05 143065.08242832753 3.436241652643093e-08 -6.007275190778905
3.670560326395579e-05 142544.63045501674 3.489926985643922e-08 -6.00726941351742
3.693037280956419e-05 142025.5659739165 3.5444056014632455e-08 -6.007263581745278
3.715651874853321e-05 141507.88713074545 3.599689025070686e-08 -6.007257695023192
3.738404950931207e-05 140991.59206810695 3.655788945719901e-08 -6.0072517529082505
3.761297357196224e-05 140476.67892550622 3.712717219240455e-08 -6.007245754953882
3.7843299468473236e-05 139963.14583936523 3.770485870360873e-08 -6.007239700709831
3.80750357830812e-05 139450.99094303884 3.829107095063515e-08 -6.007233589722133
3.830819115258817e-05 138940.21236683027 3.88859326297117e-08 -6.007227421533084
3.854277426668452e-05 138430.80823800556 3.94895691976639e-08 -6.007221195681221
3.877879386827262e-05 137922.77668080977 4.0102107896435246e-08 -6.0072149117012845
3.9016258753792414e-05 137416.1158164843 4.072367777794037e-08 -6.007208569124201
3.925517777354977e-05 136910.82376327942 4.1354409729257856e-08 -6.0072021674770495
3.949555983204605e-05 136406.89863647244 4.199443649816289e-08 -6.007195706283035
3.973741388830979e-05 135904.33854838213 4.26438927190066e-08 -6.007189185061462
3.998074895623104e-05 135403.1416083855 4.330291493894816e-08 -6.0071826033277045
4.02255741048971e-05 134903.3059229311 4.397164164454085e-08 -6.007175960593182
4.0471898458930266e-05 134404.82959555893 4.4650213288678164e-08 -6.0071692563653265
4.0719731198828395e-05 133907.7107269118 4.533877231790729e-08 -6.007162490147555
4.096908156130682e-05 133411.94741475373 4.60374632001103e-08 -6.0071556614392385
4.121995883964236e-05 132917.53775398602 4.674643245256014e-08 -6.007148769735683
4.147237238402015e-05 132424.47983666058 4.746582867035831e-08 -6.0071418145280875
4.172633160188191e-05 131932.77175199887 4.8195802555255356e-08 -6.0071347953035215
4.198184595827629e-05 131442.41158640585 4.8936506944860724e-08 -6.007127711544893
4.223892497621213e-05 130953.39742348593 4.9688096842249883e-08 -6.00712056273092
4.2497578237013145e-05 130465.72734406013 5.0450729445969235e-08 -6.007113348336104
4.275781538067473e-05 129979.39942618099 5.122456418044613e-08 -6.007106067830692
4.301964610622383e-05 129494.41174514877 5.2009762726812017e-08 -6.007098720680651
4.328308017208007e-05 129010.76237352696 5.280648905413889e-08 -6.007091306347637
4.354812739641926e-05 128528.44938116011 5.3614909451097516e-08 -6.007083824288967
4.381479765753981e-05 128047.47083518669 5.4435192558044614e-08 -6.007076273957582
4.4083100894230644e-05 127567.82480005857 5.526750939954041e-08 -6.007068654802016
4.435304710614135e-05 127089.50933755485 5.611203341730422e-08 -6.007060966266374
4.4624646354155384e-05 126612.5225067988 5.696894050361637e-08 -6.00705320779029
4.4897908760764794e-05 126136.86236427327 5.783840903516743e-08 -6.007045378808899
4.517284451044721e-05 125662.52696383836 5.872061990736298e-08 -6.007037478752806
4.544946385004604e-05 125189.51435674491 5.96157565690926e-08 -6.007029507048053
4.572777708915164e-05 124717.82259165413 6.052400505796222e-08 -6.007021463116086
4.6007794600486214e-05 124247.44971465046 6.144555403600458e-08 -6.007013346373722
4.628952682029012e-05 123778.39376925936 6.238059482586625e-08 -6.00700515623312
4.657298424871053e-05 123310.65279646456 6.332932144748094e-08 -6.006996892101741
4.685817745019336e-05 122844.22483472184 6.429193065523792e-08 -6.00698855338232
4.7145117053876706e-05 122379.10791997642 6.526862197564639e-08 -6.006980139472834
4.7433813753986705e-05 121915.30008568085 6.625959774550516e-08 -6.00697164976646
4.77242783102367e-05 121452.79936280866 6.726506315058716e-08 -6.006963083651552
