!  Einasto_rs0.035_rhos24.682_alpha0.16_rtrunc26.txt
! R    D    M    P
2000
1.8753681815417894e-05 349562.1753803398 9.363661825254537e-09 -3.718334106686176
1.8868521408431035e-05 348284.87333241594 9.541842012750001e-09 -3.71833103900298
1.8984064230402308e-05 347010.99713299505 9.722652154934911e-09 -3.718327932093708
1.9100314587607493e-05 345740.5421408466 9.906130413454853e-09 -3.7183247857002217
1.92172768126923e-05 344473.5037071764 1.0092315493194482e-08 -3.7183215995619006
1.933495526483373e-05 343209.8771756712 1.0281246649844523e-08 -3.718318373415624
1.94533543299024e-05 341949.65788253164 1.0472963697571534e-08 -3.7183151069957603
1.9572478420626268e-05 340692.8411565145 1.0667507016792458e-08 -3.7183118000341455
1.969233197675497e-05 339439.4223189732 1.0864917562054152e-08 -3.71830845226007
1.9812919465225152e-05 338189.39668389136 1.1065236870019816e-08 -3.71830506340026
1.9934245380327222e-05 336942.7595579267 1.126850706756441e-08 -3.718301633178865
2.0056314243872703e-05 335699.5062404485 1.1474770879979223e-08 -3.718298161317437
2.017913060536266e-05 334459.6320235752 1.1684071639287691e-08 -3.7182946475349157
2.0302699042157492e-05 333223.1321922166 1.1896453292674489e-08 -3.718291091547613
2.0427024159647416e-05 331990.0020241096 1.211196041102821e-08 -3.7182874930691914
2.055211059142397e-05 330760.2367898601 1.2330638197599661e-08 -3.718283851810653
2.0677962999453023e-05 329533.83175298234 1.255253249677816e-08 -3.7182801674803176
2.0804586074248166e-05 328310.7821699362 1.2777689802985367e-08 -3.7182764397838093
2.093198453504584e-05 327091.0832901678 1.3006157269690606e-08 -3.718272668424034
2.106016312998108e-05 325874.73035615 1.3237982718547272e-08 -3.7182688531011663
2.1189126636264365e-05 324661.7186034204 1.3473214648652715e-08 -3.7182649935126313
2.1318879860359912e-05 323452.0432606217 1.3711902245933913e-08 -3.7182610893530836
2.1449427638164687e-05 322245.69954954094 1.3954095392659185e-08 -3.718257140314391
2.1580774835188503e-05 321042.68268514914 1.4199844677078271e-08 -3.7182531460856203
2.171292634673563e-05 319842.98787564295 1.4449201403193245e-08 -3.718249106353012
2.184588709808709e-05 318646.61032248044 1.4702217600660447e-08 -3.7182450207999667
2.197966204468413e-05 317453.545220425 1.4958946034825953e-08 -3.7182408891070255
2.2114256172313124e-05 316263.7877575829 1.521944021689698e-08 -3.7182367109518526
2.2249674497291302e-05 315077.33311544405 1.5483754414249638e-08 -3.7182324860092137
2.2385922066653557e-05 313894.17646892165 1.5751943660875427e-08 -3.7182282139509577
2.2523003958340814e-05 312714.3129863928 1.602406376796915e-08 -3.7182238944460013
2.2660925281389156e-05 311537.7378297365 1.6300171334658517e-08 -3.7182195271603056
2.2799691176120105e-05 310364.44615437865 1.6580323758878053e-08 -3.7182151117568587
2.2939306814332504e-05 309194.4331093252 1.686457924839009e-08 -3.718210647895656
2.307977739949492e-05 308027.69383720995 1.715299683195253e-08 -3.71820613523368
2.3221108166939893e-05 306864.22347432806 1.7445636370638016e-08 -3.718201573424884
2.3363304384058926e-05 305704.01715067937 1.7742558569304195e-08 -3.7181969621201656
2.350637135049864e-05 304547.0699900112 1.8043824988217848e-08 -3.7181923009673525
2.3650314398358593e-05 303393.37710985425 1.834949805483601e-08 -3.7181875896111807
2.379513889238986e-05 302242.93362156407 1.86596410757441e-08 -3.718182827693274
2.3940850230194827e-05 301095.73463036556 1.8974318248754165e-08 -3.718178014852123
2.4087453842428653e-05 299951.77523538755 1.929359467516615e-08 -3.7181731507230658
2.4234955193001537e-05 298811.05052970775 1.9617536372192545e-08 -3.718168234938267
2.4383359779282186e-05 297673.55560039106 1.9946210285549308e-08 -3.718163267126695
2.4532673132303015e-05 296539.2855285308 2.0279684302216368e-08 -3.718158246914105
2.468290081696613e-05 295408.23538928916 2.061802726336788e-08 -3.7181531739230134
2.48340484322506e-05 294280.4002519398 2.0961308977475383e-08 -3.7181480477726803
